268916,2146,2058,2108,2075,2082,0,4,2613,2473
604944,2149,2064,2104,2077,2081,0,8,2620,2475
940920,2150,2066,2103,2074,2082,0,4,2619,2475
1276948,2152,2068,2103,2079,2084,0,2,2619,2476
1612916,2152,2064,2119,2080,2080,0,5,2616,2476
1948948,2146,2067,2100,2077,2083,0,4,2620,2475
2284920,2152,2070,2102,2080,2081,0,1,2620,2475
2620948,2148,2067,2102,2078,2084,0,2,2620,2477
2956920,2155,2069,2099,2079,2081,0,2,2620,2475
3292864,2149,2066,2103,2079,2081,0,2,2620,2475
3628880,2144,2070,2106,2080,2080,0,2,2621,2476
3964908,2147,2066,2106,2084,2081,0,3,2621,2476
4300884,2151,2067,2103,2074,2080,0,4,2619,2473
4636908,2152,2069,2103,2080,2080,0,3,2621,2476
4972884,2149,2065,2101,2078,2081,0,5,2620,2475
5308908,2145,2065,2103,2080,2080,0,3,2620,2474
5644884,2145,2066,2104,2078,2081,0,3,2620,2474
5980908,2149,2066,2103,2081,2080,0,5,2618,2475
6316884,2146,2070,2103,2080,2080,0,3,2620,2476
6652908,2145,2064,2102,2080,2080,0,3,2621,2476
6988884,2150,2068,2105,2074,2081,0,3,2618,2474
7324908,2143,2068,2102,2078,2080,0,3,2622,2476
7660940,2148,2065,2102,2082,2080,0,4,2620,2476
7996944,2151,2068,2102,2076,2084,0,4,2619,2476
8332916,2152,2065,2104,2070,2080,0,6,2618,2474
8668944,2156,2067,2103,2076,2081,0,5,2617,2475
9004920,2152,2065,2103,2075,2085,0,8,2617,2477
9340948,2150,2064,2105,2079,2082,0,3,2618,2474
9676916,2149,2062,2102,2077,2083,0,6,2617,2476
10012944,2150,2068,2101,2085,2082,0,5,2613,2475
10348916,2147,2067,2105,2081,2081,0,4,2618,2475
10684948,2151,2068,2103,2076,2081,0,2,2619,2475
11020928,2147,2062,2104,2082,2081,0,2,2620,2475
11356948,2148,2066,2102,2074,2081,0,3,2617,2475
11692924,2150,2067,2103,2081,2082,0,2,2620,2475
12028944,2146,2064,2101,2081,2081,0,4,2620,2476
12364916,2146,2066,2100,2080,2081,0,4,2619,2474
12700944,2152,2069,2107,2080,2080,0,4,2620,2474
13036884,2149,2069,2107,2080,2080,0,3,2619,2475
13372908,2148,2068,2103,2078,2081,0,3,2620,2476
13708884,2148,2069,2104,2077,2081,0,11,2616,2474
14044908,2146,2068,2105,2081,2080,0,3,2620,2476
14380884,2149,2069,2102,2081,2081,0,1,2620,2474
14716908,2149,2068,2104,2077,2080,0,3,2619,2475
15052884,2147,2068,2101,2083,2079,0,4,2620,2476
15388908,2148,2063,2107,2078,2080,0,5,2617,2475
15724880,2145,2068,2107,2082,2080,0,3,2620,2477
16060988,2155,2065,2104,2077,2081,0,3,2621,2476
16396916,2158,2064,2103,2076,2081,0,13,2618,2480
16732944,2149,2060,2101,2075,2081,0,9,2619,2476
17068916,2148,2062,2097,2082,2079,0,6,2617,2473
17404944,2151,2054,2103,2077,2081,0,6,2615,2476
17740920,2151,2067,2103,2079,2081,4,9,2619,2476
18076944,2147,2069,2107,2073,2079,0,6,2619,2475
18412916,2156,2064,2118,2077,2081,0,7,2612,2476
18748948,2149,2063,2105,2074,2081,0,6,2611,2476
19084920,2148,2068,2106,2079,2081,0,2,2619,2475
19420948,2149,2066,2103,2078,2081,0,2,2618,2475
19756920,2154,2069,2100,2079,2081,0,3,2616,2475
20092948,2148,2066,2102,2077,2081,0,2,2619,2475
20428920,2148,2065,2100,2080,2083,0,2,2618,2475
20764864,2151,2068,2102,2080,2081,0,3,2621,2475
21100884,2149,2072,2104,2077,2081,0,4,2619,2476
21436908,2149,2067,2104,2077,2080,0,4,2621,2476
21772884,2149,2069,2105,2080,2080,0,3,2618,2477
22108908,2148,2067,2100,2081,2081,0,2,2621,2476
22444884,2146,2066,2104,2082,2080,0,4,2620,2475
22780908,2146,2067,2102,2082,2080,0,3,2620,2476
23116884,2150,2070,2103,2081,2080,0,3,2620,2476
23452908,2147,2068,2106,2080,2081,0,3,2621,2476
23788884,2147,2069,2105,2077,2079,0,3,2619,2475
24124908,2150,2067,2103,2080,2080,0,3,2621,2476
24460940,2147,2069,2106,2077,2081,0,3,2620,2475
24796944,2151,2069,2103,2078,2082,0,4,2615,2480
25132916,2150,2061,2102,2078,2081,0,4,2617,2476
25468944,2151,2066,2104,2080,2090,0,2,2616,2475
25804916,2150,2066,2104,2072,2079,0,12,2616,2475
26140948,2150,2065,2104,2077,2081,0,4,2618,2476
26476916,2158,2060,2100,2079,2085,0,4,2619,2477
26812944,2154,2060,2105,2080,2083,0,4,2616,2477
27148920,2148,2063,2101,2074,2084,0,2,2620,2477
27484948,2148,2053,2101,2078,2081,0,4,2620,2475
27820920,2148,2068,2101,2079,2081,0,2,2620,2476
28156948,2148,2066,2102,2078,2083,0,2,2620,2475
28492928,2145,2070,2104,2082,2081,0,2,2619,2475
28828948,2148,2065,2100,2077,2081,0,2,2620,2475
29164916,2149,2066,2101,2080,2081,0,3,2619,2474
29500944,2147,2068,2103,2079,2077,0,3,2620,2474
29836916,2148,2068,2102,2074,2080,0,3,2620,2474
30172944,2151,2070,2102,2080,2080,0,3,2618,2474
30508884,2147,2064,2103,2080,2081,0,5,2619,2474
30844908,2148,2072,2102,2079,2080,0,2,2621,2476
