45620280,2146,2066,1123,2083,2081,0,4,2367,2298
45779732,2145,2068,1124,2081,2080,0,3,2369,2297
45939294,2145,2067,1120,2083,2081,0,2,2370,2299
46099046,2144,2065,1124,2080,2081,0,2,2369,2300
46258506,2144,2067,1124,2081,2081,0,3,2369,2300
46418276,2147,2068,1123,2081,2080,0,4,2368,2298
46577897,2145,2066,1126,2082,2081,0,1,2371,2299
46737322,2147,2069,1127,2081,2081,0,2,2369,2298
46896894,2147,2066,1126,2083,2082,0,1,2369,2298
47056657,2145,2069,1127,2080,2081,0,1,2370,2298
47216270,2145,2067,1123,2083,2082,0,2,2368,2300
47376202,2151,2068,1122,2084,2081,0,1,2368,2298
47535312,2145,2069,1125,2082,2082,0,1,2369,2298
47694970,2146,2068,1122,2079,2081,0,2,2369,2299
47854514,2145,2069,1124,2082,2080,0,2,2369,2298
48014112,2149,2068,1126,2083,2081,0,2,2369,2299
48173722,2146,2065,1123,2080,2081,0,2,2369,2298
48333312,2145,2068,1124,2084,2081,0,1,2369,2298
48492912,2145,2067,1124,2081,2083,0,1,2368,2300
48652504,2148,2067,1122,2080,2082,0,2,2369,2298
48812104,2146,2068,1124,2081,2081,0,2,2368,2298
48971846,2144,2066,1122,2079,2081,0,1,2369,2298
49131296,2147,2068,1126,2079,2081,0,2,2369,2298
49290912,2145,2072,1126,2084,2082,0,3,2368,2299
49450640,2145,2065,1123,2085,2081,0,0,2370,2300
49610104,2145,2067,1124,2079,2081,0,2,2369,2299
49773273,2146,2068,1121,2080,2081,0,2,2368,2297
49929410,2146,2068,1126,2080,2081,0,2,2368,2299
50089003,2150,2065,1123,2077,2082,0,3,2367,2302
50250335,2145,2067,1127,2083,2081,0,1,2370,2299
50411596,2144,2066,1124,2082,2083,0,1,2367,2300
50569821,2149,2065,1124,2082,2081,0,2,2369,2300
50727396,2147,2066,1124,2081,2083,0,2,2369,2299
50886932,2149,2066,1121,2080,2081,0,2,2369,2300
51046556,2146,2066,1123,2078,2082,0,2,2368,2298
51206160,2149,2069,1125,2080,2084,0,1,2367,2300
51365760,2145,2070,1126,2083,2082,0,3,2369,2300
51527097,2148,2068,1125,2078,2082,0,1,2368,2299
51685045,2146,2068,1124,2081,2082,0,3,2370,2298
51844608,2145,2068,1123,2080,2082,0,4,2369,2298
52004148,2144,2065,1127,2080,2081,0,2,2369,2301
52163748,2145,2066,1127,2080,2081,0,2,2368,2300
52323480,2145,2068,1124,2082,2081,0,3,2369,2298
52482960,2146,2068,1123,2081,2080,0,3,2369,2298
52642568,2146,2069,1122,2084,2081,0,1,2368,2298
52802299,2145,2066,1127,2083,2080,0,1,2369,2300
52961858,2148,2068,1122,2082,2081,0,3,2369,2300
53121360,2147,2068,1125,2079,2080,0,2,2369,2298
53281008,2144,2067,1124,2081,2080,0,2,2368,2298
53440603,2145,2069,1123,2080,2081,0,1,2369,2297
53600425,2147,2067,1128,2081,2081,0,2,2365,2298
53760221,2147,2068,1123,2080,2081,0,3,2369,2299
53919338,2146,2066,1122,2082,2081,0,1,2368,2299
54078922,2144,2066,1126,2082,2081,0,2,2368,2297
54238512,2146,2069,1120,2083,2082,0,2,2368,2300
54398138,2147,2065,1121,2081,2081,0,1,2368,2297
54557787,2146,2066,1122,2084,2081,0,2,2370,2298
54717312,2146,2067,1122,2080,2081,0,1,2369,2299
54876918,2146,2069,1125,2080,2082,0,1,2369,2298
55036588,2148,2066,1124,2082,2081,0,1,2368,2298
55196112,2148,2072,1122,2080,2081,0,1,2369,2298
55355706,2144,2067,1124,2082,2081,0,2,2369,2298
55515304,2145,2070,1121,2080,2080,0,3,2368,2298
55674989,2144,2067,1126,2083,2080,0,2,2368,2299
55834504,2145,2066,1125,2080,2080,0,2,2368,2299
55994104,2144,2064,1119,2080,2080,0,2,2369,2299
56153949,2144,2066,1125,2083,2081,0,3,2368,2299
56313296,2144,2063,1124,2084,2080,0,1,2369,2299
56472912,2146,2069,1121,2083,2082,0,2,2369,2298
56632593,2145,2067,1124,2080,2081,0,1,2369,2300
56792372,2148,2068,1122,2081,2082,0,1,2368,2299
56952068,2146,2066,1124,2080,2083,0,2,2369,2298
57111312,2148,2067,1126,2083,2083,0,2,2369,2298
57271490,2147,2065,1125,2082,2081,0,2,2367,2299
57432282,2145,2067,1126,2083,2081,0,2,2369,2299
57590174,2144,2068,1121,2081,2081,0,1,2368,2299
57749764,2145,2068,1124,2082,2081,0,2,2368,2298
57909314,2145,2068,1126,2080,2081,0,1,2370,2300
58069040,2145,2064,1122,2082,2081,0,1,2369,2300
58230620,2147,2071,1129,2083,2081,0,2,2369,2298
58388196,2146,2068,1124,2080,2084,0,2,2366,2300
58547760,2150,2068,1122,2081,2082,0,2,2368,2298
58707332,2148,2070,1122,2079,2082,0,3,2369,2300
58867037,2145,2066,1128,2079,2081,0,2,2368,2301
59026667,2149,2066,1122,2082,2082,0,2,2366,2299
59186132,2147,2065,1130,2080,2081,0,2,2369,2299
59345854,2146,2069,1130,2080,2082,0,3,2369,2301
59505499,2146,2063,1126,2082,2082,0,2,2370,2300
59664932,2147,2063,1130,2082,2083,0,4,2368,2298
59826275,2146,2067,1120,2083,2081,0,3,2369,2299
59984353,2146,2064,1124,2080,2081,0,2,2368,2299
60144215,2150,2064,1126,2079,2081,0,3,2368,2299
60303395,2145,2068,1124,2082,2083,0,4,2368,2300
60462940,2148,2068,1128,2081,2081,0,2,2366,2299
60622556,2147,2067,1123,2082,2081,0,2,2368,2298
60782138,2150,2066,1122,2080,2081,0,0,2369,2301
60941760,2144,2068,1128,2077,2081,0,3,2367,2300
61101396,2147,2064,1120,2083,2081,0,0,2369,2298
61260968,2147,2069,1125,2083,2081,0,3,2368,2300
61420731,2146,2068,1126,2082,2081,0,2,2370,2299
61580160,2144,2068,1123,2081,2081,0,2,2369,2298
61739823,2149,2068,1128,2084,2081,0,1,2369,2299
61899384,2147,2068,1124,2078,2081,0,2,2369,2297
62058932,2146,2064,1128,2081,2081,0,3,2368,2298
62218532,2146,2068,1124,2080,2081,0,3,2369,2298
62378280,2144,2068,1124,2080,2080,0,2,2369,2299
62537858,2146,2065,1125,2084,2081,0,2,2369,2298
62697396,2148,2068,1124,2081,2081,0,2,2368,2299
62857008,2146,2070,1124,2080,2082,0,2,2369,2298
63016578,2145,2063,1127,2081,2081,0,2,2369,2300
63176321,2145,2066,1121,2083,2081,0,2,2368,2299
63336147,2143,2069,1125,2082,2081,0,2,2369,2300
63495322,2143,2070,1125,2082,2081,0,2,2369,2297
63654984,2145,2070,1122,2082,2083,0,2,2369,2298
63814512,2147,2067,1126,2082,2081,0,2,2368,2299
63974138,2147,2069,1124,2081,2080,0,1,2368,2299
64133714,2146,2067,1125,2084,2081,0,2,2369,2300
64293312,2146,2070,1127,2084,2081,0,1,2368,2299
64452904,2145,2066,1122,2081,2081,0,4,2368,2300
64612512,2149,2070,1122,2079,2081,0,1,2369,2299
64772257,2146,2068,1125,2081,2081,0,2,2369,2298
64931712,2146,2070,1123,2081,2081,0,2,2367,2298
65091396,2145,2068,1124,2080,2080,0,2,2369,2298
65250932,2146,2069,1125,2080,2080,0,2,2369,2297
65410591,2143,2064,1124,2083,2080,0,1,2370,2299
65570112,2147,2070,1123,2082,2081,0,2,2369,2298
65730016,2144,2065,1124,2080,2081,0,2,2368,2298
65889304,2145,2071,1126,2081,2081,0,2,2369,2298
66048970,2143,2065,1127,2084,2081,0,2,2369,2298
66208640,2146,2067,1123,2079,2081,0,1,2366,2299
66368540,2144,2066,1126,2082,2081,0,1,2369,2299
66528185,2146,2062,1120,2080,2081,0,2,2370,2299
66687409,2143,2062,1128,2077,2083,0,4,2368,2298
66846960,2145,2068,1125,2081,2084,0,1,2368,2301
67006582,2149,2065,1121,2081,2082,0,1,2368,2299
67166132,2146,2068,1126,2080,2081,0,2,2369,2299
67325742,2149,2062,1125,2081,2083,0,4,2369,2299
67485338,2149,2066,1125,2080,2082,0,2,2369,2302
67645080,2149,2065,1124,2082,2080,0,4,2369,2299
67804532,2144,2068,1125,2083,2083,0,3,2368,2299
67964132,2148,2065,1122,2081,2081,0,3,2368,2299
68123880,2147,2070,1127,2080,2081,0,4,2369,2299
68283332,2144,2065,1117,2081,2081,0,3,2369,2298
68443037,2150,2063,1124,2081,2082,0,2,2368,2299
68602548,2146,2066,1127,2081,2083,0,6,2368,2299
68762132,2153,2070,1125,2082,2081,0,2,2370,2299
68921854,2145,2067,1122,2081,2082,0,4,2369,2300
69081506,2144,2070,1126,2080,2080,0,3,2370,2298
69240932,2149,2065,1123,2080,2084,0,4,2369,2299
69400560,2147,2062,1124,2081,2082,0,4,2367,2300
69560461,2147,2070,1123,2082,2081,0,2,2370,2298
69720240,2144,2066,1125,2081,2081,0,3,2369,2297
69879400,2147,2067,1128,2081,2081,0,4,2369,2298
70038940,2148,2068,1125,2083,2080,0,2,2369,2298
70198560,2146,2068,1124,2081,2081,0,3,2369,2297
70358200,2143,2069,1126,2084,2081,0,3,2369,2298
70517740,2149,2069,1126,2083,2081,0,2,2369,2298
70677396,2148,2067,1124,2080,2082,0,2,2369,2296
70838328,2147,2069,1124,2084,2082,0,1,2368,2298
70996598,2145,2067,1125,2082,2081,0,1,2370,2299
71156132,2148,2068,1123,2080,2081,0,2,2368,2298
71315694,2144,2064,1126,2081,2081,0,2,2368,2298
71475446,2144,2065,1124,2082,2081,0,1,2369,2298
71634918,2148,2068,1121,2082,2081,0,2,2369,2298
71794628,2146,2068,1124,2081,2081,0,2,2368,2299
71954112,2146,2067,1123,2084,2081,0,2,2367,2298
72113817,2147,2066,1123,2082,2082,0,2,2369,2300
72273312,2147,2070,1126,2081,2082,0,1,2369,2298
72433042,2147,2069,1123,2083,2082,0,1,2368,2299
72592504,2144,2068,1120,2081,2080,0,3,2369,2300
72752289,2147,2068,1126,2081,2081,0,3,2369,2299
72912190,2145,2066,1122,2081,2080,0,3,2369,2299
73071338,2148,2068,1125,2082,2081,0,1,2369,2301
73230972,2147,2064,1126,2081,2081,0,1,2369,2299
73390518,2149,2068,1126,2081,2081,0,2,2369,2298
73550104,2146,2068,1124,2075,2081,0,2,2369,2298
73709780,2148,2066,1122,2081,2081,0,3,2368,2299
73869318,2147,2066,1124,2082,2082,0,1,2369,2298
74028904,2145,2070,1123,2083,2082,0,4,2369,2298
74188588,2146,2068,1125,2083,2081,0,1,2370,2299
74348228,2146,2068,1124,2081,2081,0,2,2368,2298
74507704,2149,2070,1120,2080,2081,0,2,2369,2298
74667428,2144,2067,1122,2079,2081,0,2,2368,2298
74827040,2144,2068,1128,2082,2081,0,2,2369,2299
74989546,2144,2068,1124,2081,2080,0,2,2370,2299
75146209,2146,2066,1124,2081,2079,0,2,2368,2300
75305867,2148,2067,1126,2081,2082,0,4,2367,2299
75465332,2148,2068,1120,2078,2082,0,4,2369,2298
75624932,2146,2067,1124,2080,2083,0,4,2368,2299
75784731,2149,2068,1124,2080,2080,0,4,2369,2300
75944312,2147,2067,1119,2080,2084,0,4,2369,2300
76104120,2150,2065,1125,2079,2083,0,3,2368,2299
76263404,2151,2070,1122,2080,2082,0,2,2366,2300
76422996,2147,2066,1124,2078,2082,0,2,2369,2300
76582586,2149,2064,1126,2079,2081,0,3,2365,2299
76742168,2149,2066,1123,2083,2083,0,3,2368,2299
76901732,2148,2066,1126,2080,2081,0,2,2368,2299
77061386,2150,2065,1125,2085,2083,0,1,2369,2300
77221080,2145,2064,1124,2083,2081,0,3,2368,2299
77380532,2146,2070,1131,2079,2081,0,3,2368,2299
77540240,2144,2068,1123,2080,2080,0,2,2370,2299
77699880,2147,2066,1126,2079,2081,0,3,2369,2298
77859332,2147,2058,1125,2080,2083,0,2,2368,2298
78019040,2146,2068,1122,2082,2081,0,3,2369,2298
78178680,2149,2067,1127,2081,2081,0,1,2369,2298
78338490,2147,2064,1125,2080,2081,0,1,2369,2299
78497960,2146,2068,1123,2081,2083,0,2,2369,2298
78657390,2144,2070,1125,2083,2079,0,3,2369,2299
78816992,2144,2070,1123,2081,2081,0,2,2369,2298
78976560,2143,2062,1126,2081,2081,0,3,2369,2298
79136579,2146,2070,1124,2080,2081,0,3,2366,2299
